Chrom.1		
UV		
ml	mAU	
1.257	0.2876407	
1.258	0.2866886	
1.26	0.2867481	
1.261	0.2867128	
1.263	0.2864158	
1.264	0.2859449	
1.266	0.2860807	
1.267	0.2863809	
1.269	0.2862054	
1.27	0.286653	
1.272	0.2865902	
1.273	0.2862853	
1.275	0.2865969	
1.276	0.2854634	
1.278	0.2849868	
1.279	0.2856833	
1.281	0.2854142	
1.282	0.2843351	
1.284	0.2841016	
1.285	0.2835664	
1.287	0.2822403	
1.288	0.2805522	
1.29	0.2808209	
1.291	0.2803981	
1.293	0.2787395	
1.294	0.2782354	
1.296	0.2775322	
1.297	0.2771894	
1.299	0.2765879	
1.3	0.2768984	
1.302	0.2762317	
1.303	0.2762919	
1.305	0.2754768	
1.306	0.273712	
1.308	0.2740597	
1.309	0.274313	
1.311	0.2747301	
1.312	0.2745563	
1.314	0.274116	
1.315	0.2747081	
1.317	0.2744093	
1.318	0.2738782	
1.32	0.2737332	
1.321	0.2736623	
1.323	0.2719805	
1.324	0.2709211	
1.326	0.2700534	
1.327	0.2702014	
1.329	0.2703499	
1.33	0.2706201	
1.332	0.2707353	
1.333	0.2711435	
1.335	0.2716695	
1.336	0.271716	
1.338	0.2730963	
1.339	0.2728233	
1.341	0.2731524	
1.342	0.2723943	
1.344	0.2729262	
1.345	0.2733655	
1.347	0.2733313	
1.348	0.2735386	
1.35	0.2733608	
1.351	0.2743325	
1.353	0.273504	
1.354	0.2728599	
1.356	0.2731288	
1.357	0.2732321	
1.359	0.2737358	
1.36	0.2737248	
1.362	0.274383	
1.363	0.2752808	
1.365	0.2748558	
1.366	0.2735345	
1.368	0.2731948	
1.369	0.2728018	
1.371	0.2730783	
1.372	0.2736919	
1.374	0.2736543	
1.375	0.2737415	
1.377	0.2738563	
1.378	0.2738039	
1.38	0.2741607	
1.381	0.2751612	
1.383	0.2751623	
1.384	0.2744526	
1.386	0.273238	
1.387	0.2724706	
1.388	0.2718436	
1.39	0.2713923	
1.391	0.2717795	
1.393	0.2717059	
1.394	0.2712886	
1.396	0.2712724	
1.397	0.2714373	
1.399	0.2720078	
1.4	0.2723651	
1.402	0.272361	
1.403	0.2717786	
1.405	0.271823	
1.406	0.2706614	
1.408	0.2705563	
1.409	0.2696312	
1.411	0.2685819	
1.412	0.2665446	
1.414	0.2659943	
1.415	0.2651119	
1.417	0.2646884	
1.418	0.2635564	
1.42	0.2625457	
1.421	0.2620328	
1.423	0.2606468	
1.424	0.2593418	
1.426	0.2578873	
1.427	0.2570879	
1.429	0.2566865	
1.43	0.2557904	
1.432	0.2550574	
1.433	0.2544532	
1.435	0.2543872	
1.436	0.2543747	
1.438	0.2541258	
1.439	0.2540758	
1.441	0.2548734	
1.442	0.2559896	
1.444	0.2565549	
1.445	0.2556766	
1.447	0.2550268	
1.448	0.2551406	
1.45	0.2548425	
1.451	0.2547776	
1.453	0.2550309	
1.454	0.2546916	
1.456	0.2535921	
1.457	0.2542247	
1.459	0.25511	
1.46	0.2555919	
1.462	0.2559034	
1.463	0.2556877	
1.465	0.255711	
1.466	0.255981	
1.468	0.2557192	
1.469	0.2555221	
1.471	0.2548698	
1.472	0.2545142	
1.474	0.254115	
1.475	0.2542182	
1.477	0.254989	
1.478	0.2559491	
1.48	0.2563613	
1.481	0.2569078	
1.483	0.2577905	
1.484	0.2584327	
1.486	0.2590871	
1.487	0.2597633	
1.489	0.2608251	
1.49	0.261582	
1.492	0.2618189	
1.493	0.2619109	
1.495	0.2619964	
1.496	0.261903	
1.498	0.2623832	
1.499	0.2633671	
1.501	0.2647047	
1.502	0.2655371	
1.504	0.2660637	
1.505	0.2665186	
1.507	0.2672559	
1.508	0.2670092	
1.51	0.267494	
1.511	0.2675048	
1.513	0.2677813	
1.514	0.2671008	
1.516	0.2666872	
1.517	0.2655636	
1.519	0.2661442	
1.52	0.2672396	
1.522	0.267574	
1.523	0.2679805	
1.525	0.2682694	
1.526	0.2683516	
1.528	0.2683686	
1.529	0.2687292	
1.531	0.2694507	
1.532	0.2692757	
1.534	0.2680027	
1.535	0.267216	
1.537	0.2671814	
1.538	0.267448	
1.54	0.2677296	
1.541	0.2675032	
1.543	0.2675593	
1.544	0.2675919	
1.546	0.2676904	
1.547	0.2681008	
1.549	0.2681162	
1.55	0.2673448	
1.552	0.2666018	
1.553	0.2664315	
1.555	0.2663948	
1.556	0.2662618	
1.558	0.2658794	
1.559	0.2657318	
1.561	0.265315	
1.562	0.2651209	
1.564	0.2646376	
1.565	0.2644041	
1.567	0.2642209	
1.568	0.26456	
1.57	0.2646663	
1.571	0.265211	
1.573	0.265918	
1.574	0.2661484	
1.576	0.2661988	
1.577	0.2660166	
1.579	0.2655774	
1.58	0.2652623	
1.582	0.2651924	
1.583	0.2658076	
1.585	0.2664398	
1.586	0.2667055	
1.588	0.2667789	
1.589	0.2670687	
1.591	0.2677671	
1.592	0.2681713	
1.594	0.2684031	
1.595	0.268492	
1.597	0.2690586	
1.598	0.2694518	
1.6	0.2698479	
1.601	0.2694429	
1.603	0.2691651	
1.604	0.2690297	
1.606	0.268884	
1.607	0.2691612	
1.609	0.2699254	
1.61	0.2706599	
1.612	0.2705771	
1.613	0.2702779	
1.615	0.2702316	
1.616	0.2703919	
1.618	0.270293	
1.619	0.2704548	
1.621	0.2705941	
1.622	0.2705939	
1.624	0.271205	
1.625	0.2717773	
1.627	0.2726751	
1.628	0.2731646	
1.63	0.2727153	
1.631	0.2721975	
1.633	0.2723912	
1.634	0.2726783	
1.635	0.273004	
1.637	0.272129	
1.638	0.2713954	
1.64	0.2707682	
1.641	0.2706715	
1.643	0.2709408	
1.644	0.2716546	
1.646	0.2723762	
1.647	0.2722723	
1.649	0.2718012	
1.65	0.2711869	
1.652	0.270414	
1.653	0.2705055	
1.655	0.2703184	
1.656	0.2694372	
1.658	0.2684113	
1.659	0.2673761	
1.661	0.2665361	
1.662	0.2666155	
1.664	0.266709	
1.665	0.2662933	
1.667	0.2657091	
1.668	0.2650915	
1.67	0.2647052	
1.671	0.2637779	
1.673	0.2625645	
1.674	0.2618243	
1.676	0.2615415	
1.677	0.2615134	
1.679	0.2617627	
1.68	0.2619324	
1.682	0.2620095	
1.683	0.2625207	
1.685	0.2625498	
1.686	0.2627044	
1.688	0.2638481	
1.689	0.2644328	
1.691	0.2642924	
1.692	0.2644125	
1.694	0.264904	
1.695	0.2656827	
1.697	0.2658696	
1.698	0.26561	
1.7	0.2659467	
1.701	0.2657741	
1.703	0.2644488	
1.704	0.2642328	
1.706	0.2652692	
1.707	0.2655066	
1.709	0.265801	
1.71	0.2669243	
